Median3,RMS3,PeakStd3,Std3,Mode3,PeakMean3,PToP3,Mean3,Median6,RMS6,Std6,PeakStd6,Mode6,Mean6,PeakMean6,PToP6,Judgment
79.92778529,30.49438045,607.6287126,931.8139833,-1670.524356,1080.449858,3341.048712,4.110695105,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.92928342,30.49495203,607.6401017,931.8314487,-1670.555668,1080.470109,3341.111336,4.110772154,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.9401983,30.49911631,607.7230791,931.9586967,-1670.783793,1080.617655,3341.567586,4.111333505,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.93763009,30.49813649,607.703555,931.928756,-1670.730117,1080.582938,3341.460234,4.111201431,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.94298053,30.5001778,607.7442302,931.9911324,-1670.841943,1080.655264,3341.683886,4.111476596,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.93741608,30.49805484,607.701928,931.9262609,-1670.725644,1080.580045,3341.451288,4.111190416,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.94169642,30.49968789,607.7344681,931.9761621,-1670.815105,1080.637906,3341.63021,4.111410554,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.94982908,30.5027907,607.7962945,932.0709742,-1670.985081,1080.747842,3341.970162,4.111828815,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.95817576,30.50597515,607.8597477,932.1682815,-1671.15953,1080.860671,3342.31906,4.112258092,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
79.94854498,30.50230077,607.7865324,932.0560039,-1670.958242,1080.730483,3341.916484,4.11176278,42296.55866,47290.94287,2660940.601,1835675.166,2590663.287,-11963.16603,2926216.784,5181326.574,Pass
