,Std3,Std2,Mean2,Std1,PToP1,PToP4,PToP2,Std4,Kurtosis1,Kurtosis4
0,0.003729660260188592,0.034107820731981583,0.0,0.002838459605747315,0.017599999999999998,0.0,0.047619047619047616,0.0029466129164555793,0.020673248682509332,0.01999346660266123
1,0.0,0.0,0.0092558311736394,0.024910071291854907,0.008,0.017973856209150332,0.0,0.031272511316619275,0.014427434471651422,0.01944898948689211
2,0.0021588487862688336,0.0,0.0092558311736394,0.02777836749935708,0.008,0.017973856209150332,0.0,0.02635370895717444,0.0178014983909772,0.026300589866229455
3,0.0,0.0,0.0092558311736394,0.030171634767594546,0.006399999999999996,0.01633986928104575,0.0,0.025380437456358332,0.018402227724747193,0.026862115704127984
4,0.0,0.0,0.0092558311736394,0.03098875988897634,0.0015999999999999973,0.01470588235294118,0.0,0.02590749482713091,0.01790320524005247,0.02719525347641852
5,0.0,0.0,0.0092558311736394,0.03926921298682701,0.008,0.017973856209150332,0.0,0.02989550602324635,0.019866182541446703,0.03103106833275651
6,0.7432445959625374,0.7012945574130267,0.7004813032210293,0.7452291070615202,0.5840000000000001,0.6045751633986929,0.8095238095238095,0.7432044551861677,0.4010503275775838,0.40713547730861566
7,0.0,0.0721987960679013,0.04813032210292484,0.054707068314977514,0.011199999999999995,0.006535947712418305,0.09523809523809523,0.04472240277407315,0.020282341521461238,0.02467962704553634
8,0.0021588487862688336,0.0,0.0092558311736394,0.06086426083482449,0.012799999999999999,0.0016339869281045694,0.0,0.0516060601332403,0.02139098071066066,0.02525111928522394
9,0.004317697572537668,0.0,0.0092558311736394,0.06941560861190932,0.017599999999999998,0.006535947712418305,0.0,0.06181203021055916,0.023278910923715007,0.026147499154488597
10,0.0021588487862688336,0.0,0.0092558311736394,0.07925436395480664,0.020799999999999992,0.006535947712418305,0.0,0.07225600491947186,0.025171944863086517,0.025897766604219608
11,0.0,0.0,0.0092558311736394,0.09235954561578474,0.022399999999999996,0.009803921568627458,0.0,0.08702952625570441,0.024125758772612263,0.02446476682196046
12,0.0030491665474548547,0.0,0.0092558311736394,0.09926599641071049,0.027199999999999995,0.006535947712418305,0.0,0.09744804532972819,0.022280178131743905,0.022593373470419446
13,0.0021588487862688336,0.0,0.0092558311736394,0.10196485278054473,0.024,0.011437908496732027,0.0,0.10125288936464259,0.021615247312256922,0.021122865745459973
14,0.0,0.0,0.0092558311736394,0.09769057921597143,0.024,0.008169934640522875,0.0,0.10222897190731726,0.02228215142148494,0.02041511102360046
15,0.0021588487862688336,0.0,0.0092558311736394,0.09500870574893333,0.024,0.004901960784313722,0.0,0.0989443852442498,0.021791241919702213,0.02050580031897921
16,0.0021588487862688336,0.0,0.0092558311736394,0.08494185555329642,0.020799999999999992,0.006535947712418305,0.0,0.09187415870384587,0.021920143821483093,0.021680077050623033
17,0.0021588487862688336,0.0,0.0092558311736394,0.07615233170576574,0.022399999999999996,0.0032679738562091526,0.0,0.07947453583441012,0.02134642513052363,0.02083253248628081
18,0.0,0.0,0.0092558311736394,0.07040792782977343,0.019200000000000002,0.0032679738562091526,0.0,0.07315632879132099,0.020213447362223535,0.019914031678640233
19,0.0021588487862688336,0.0,0.0092558311736394,0.06497470319604667,0.024,0.0016339869281045694,0.0,0.06576781256006335,0.019552483290400782,0.018466510701118658
20,0.0030491665474548547,0.0,0.0092558311736394,0.06291818614989558,0.019200000000000002,0.0016339869281045694,0.0,0.06147090497287401,0.01804365008369471,0.017339804773808837
21,0.0,0.0,0.0092558311736394,0.06012154732036784,0.017599999999999998,0.01470588235294118,0.0,0.05941440049910669,0.01771095043758368,0.018368579792375977
22,0.0021588487862688336,0.0,0.0092558311736394,0.05706506105277184,0.012799999999999999,0.022875816993464054,0.0,0.06605082301868477,0.015120212562102914,0.018220009470078718
23,0.0021588487862688336,0.0,0.0092558311736394,0.053332053551462144,0.008,0.017973856209150332,0.0,0.06655348038766294,0.01434671675986075,0.016339865327275632
24,0.0,0.0,0.0092558311736394,0.051265571384691316,0.011199999999999995,0.024509803921568624,0.0,0.06598704539385149,0.013772797094817598,0.01723042734328086
25,0.0021588487862688336,0.0,0.0092558311736394,0.04774350167454697,0.015999999999999993,0.024509803921568624,0.0,0.06196033502161656,0.013073209873187011,0.01608330529832596
