,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Median1,Median2,Median3,Median4,Median5,Median6,Median7,Median8,Median9,Std1,Std2,Std3,Std4,Std5,Std6,Std7,Std8,Std9,Mode1,Mode2,Mode3,Mode4,Mode5,Mode6,Mode7,Mode8,Mode9,Kurtosis1,Kurtosis2,Kurtosis3,Kurtosis4,Kurtosis5,Kurtosis6,Kurtosis7,Kurtosis8,Kurtosis9,PToP1,PToP2,PToP3,PToP4,PToP5,PToP6,PToP7,PToP8,PToP9,RMS1,RMS2,RMS3,RMS4,RMS5,RMS6,RMS7,RMS8,RMS9
0,7.816326530612245,1.0,1.9974489795918366,8.130102040816327,16447.433673469386,16721.413265306124,16331.882653061224,15613.209183673469,15735.67857142857,10.0,1.0,2.0,9.0,17087.5,16162.0,16225.0,15322.0,14848.0,10.132469839031604,0.0,0.05050762722761054,9.357132049627419,9633.164302633017,9448.981467059632,9612.80292038667,9484.069907068699,9598.789559705378,9.0,1.0,2.0,8.0,15042.0,31939.0,16324.0,965.0,18630.0,-0.4515222600275668,-3.0,391.9999999999998,-0.49619079534438315,-1.1994763725577267,-1.214451008462449,-1.2536236315436564,-1.1357905061075892,-1.2138715386505763,47.0,0.0,1.0,54.0,32624.0,32617.0,32611.0,32641.0,32521.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.7071067811865476,759.7357287577177,1613.163106022653,824.4865068635144,48.739860274644165,940.9570952503843
0,7.831632653061225,1.0,1.9974489795918366,8.283163265306122,16228.474489795919,16288.25,16520.433673469386,16423.474489795917,16415.331632653062,11.0,1.0,2.0,9.0,16583.5,16141.5,16739.0,15918.0,16206.0,9.933910477690928,0.0,0.05050762722761054,8.896904383841607,9443.481827561303,9489.293612390142,9371.585883130934,9243.608347291654,9087.488175922928,-9.0,1.0,2.0,9.0,21314.0,5443.0,22596.0,7237.0,24902.0,-0.4797568572509645,-3.0,391.9999999999998,-0.45276517722048615,-1.187248302654864,-1.2384435540474725,-1.129161510304103,-1.1883600602972109,-1.1250287862453319,44.0,0.0,1.0,55.0,32661.0,32604.0,32539.0,32590.0,32346.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.7071067811865476,1076.519566729291,274.9130149998841,1141.2703448350876,365.52369824621746,1257.7409332219577
0,7.732142857142857,1.0,1.9974489795918366,8.408163265306122,15476.683673469388,16425.928571428572,16544.479591836734,16919.030612244896,15626.969387755102,12.0,1.0,2.0,10.0,14655.0,15611.5,16527.0,17116.5,15093.5,10.240693485748595,0.0,0.05050762722761054,8.78831674416567,9787.230715906435,9431.907036640368,9450.023854939069,9059.552320882913,9341.376782543026,15.0,1.0,2.0,17.0,27586.0,11715.0,28868.0,13509.0,31174.0,-0.44868935757659,-3.0,391.99999999999983,-0.4171389458313648,-1.2329533280764255,-1.2119768608361494,-1.2079153057267351,-1.0797305161277908,-1.0638317541230424,45.0,0.0,1.0,54.0,32693.0,32439.0,32351.0,32701.0,32668.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.7071067811865476,1393.3034047008643,591.6968529714575,1458.054182806661,682.3075362177907,1574.5247711935308
0,7.6811224489795915,1.0,2.0,8.426020408163266,16272.076530612245,17212.178571428572,17739.54591836735,16767.48469387755,16803.75,12.0,1.0,2.0,11.0,15955.5,17849.5,18625.5,16825.0,17124.5,10.405480100802194,0.0,0.0,8.687801159193254,9665.862334490384,9414.31141728575,9180.295770156516,9305.504811684137,9360.342591264018,14.0,1.0,2.0,17.0,1090.0,17987.0,2372.0,19781.0,4678.0,-0.4805998805257885,-3.0,-3.0,-0.4351207473099463,-1.2477559443053539,-1.1824904883620906,-1.1493165264055694,-1.1393395455567166,-1.1545757426402308,44.0,0.0,0.0,55.0,32514.0,32598.0,32550.0,32583.0,32730.0,0.656599153958937,0.050507627227610534,0.10101525445522107,0.656599153958937,55.053313678095485,908.4806909430307,119.80409178389219,999.091374189364,236.27468017076208
0,7.658163265306122,1.0,2.0,8.502551020408163,16521.219387755104,16625.40306122449,15397.341836734693,16849.44387755102,16885.70918367347,13.0,1.0,2.0,12.0,16182.5,16504.5,14285.0,16712.0,17320.5,10.66943358318819,0.0,0.0,8.788797427837855,9574.598871904976,9608.125224422023,9477.982383227025,9583.080233091836,9326.222685945464,14.0,1.0,2.0,17.0,32510.0,31999.0,31744.0,31745.0,32002.0,-0.5396802005532662,-3.0,-3.0,-0.323001271914785,-1.2712391547895625,-1.2383301479096136,-1.1869177181739867,-1.2495313425995083,-1.1183474830544935,41.0,0.0,0.0,58.0,32285.0,32681.0,32594.0,32694.0,32574.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,1642.0029611696186,1616.1935636563096,1603.314118713269,1603.3646263404964,1616.3450865379923
0,7.145408163265306,1.0,1.9974489795918366,8.173469387755102,15918.857142857143,17048.34693877551,17012.775510204083,16982.428571428572,15954.204081632653,14.0,1.0,2.0,13.0,15322.5,17524.5,17262.0,17655.0,15670.0,11.63167820825497,0.0,0.05050762722761054,9.51646897722348,9592.818813985488,9549.889533890153,9661.005843256675,9619.078279987212,9452.850745762957,15.0,1.0,2.0,16.0,17299.0,22164.0,27285.0,32662.0,5527.0,-0.4979502585420068,-3.0,391.9999999999998,-0.3775119478718456,-1.2351629670363011,-1.1606741414138526,-1.2815854864901688,-1.2400200218484023,-1.1885109207115545,43.0,0.0,1.0,55.0,32647.0,32752.0,32619.0,32609.0,32637.0,0.656599153958937,0.050507627227610534,0.10101525445522107,0.656599153958937,873.7314434104347,1119.45104987276,1378.1006089053535,1649.6801205082154,279.15565568700345
0,6.846938775510204,1.0,1.9974489795918366,7.816326530612245,16996.961734693876,16930.696428571428,15950.145408163266,16563.063775510203,16345.288265306122,14.0,1.0,2.0,13.0,17584.0,17190.0,16109.0,16233.5,15933.0,12.412436664705334,0.0,0.05050762722761054,10.336385155476908,9567.41341234004,9390.870219553603,9621.584473295256,9428.338238640668,9300.265347041784,15.0,1.0,2.0,15.0,24857.0,31258.0,5147.0,12060.0,19229.0,-0.4820228909667783,-3.0,391.9999999999998,-0.2608314429900025,-1.182717334159205,-1.1723521401321721,-1.257585408098115,-1.1574452797673496,-1.1620940356306784,42.0,0.0,1.0,58.0,32682.0,32637.0,32705.0,32607.0,32601.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,1255.4680899967152,1578.7674118806501,259.9627573405114,609.1219843649831,971.2111639597231
0,24.306122448979593,5.0688775510204085,17.474489795918366,25.433673469387756,15906.698979591836,16264.270408163266,15540.372448979591,16660.719387755104,17117.55612244898,14.0,3.0,2.0,14.0,15458.0,15817.0,15289.0,16826.5,17023.5,63.390182651080906,4.286164115961692,15.884956039710255,62.52382206897667,9397.57776954947,9589.858559709555,9463.532778712495,9601.579052138086,9468.571135998083,16.0,1.0,2.0,15.0,12994.0,29891.0,14276.0,31685.0,16582.0,9.494019307033494,-0.3045954663077364,-1.9904990499690205,9.825322005179746,-1.1968259653178441,-1.195077111758115,-1.2155184972217772,-1.2455494419991218,-1.2674985806810957,365.0,15.0,32.0,367.0,32585.0,32714.0,32573.0,32526.0,32094.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,656.2961081955714,1509.7234854605067,721.0468863013681,1600.3341687068398,837.5174746882379
0,5.533163265306122,1.1045918367346939,2.0,6.716836734693878,16056.826530612245,15726.07142857143,16069.275510204081,17002.84693877551,16436.98979591837,13.0,1.0,2.0,14.0,15913.0,15704.5,15949.5,17820.5,16536.5,14.282460124432795,0.3064178594467401,0.0,12.697701916407196,9415.446416283896,9414.44808128399,9727.549925366533,9512.241710830269,9330.340340494597,17.0,1.0,2.0,15.0,17274.0,15739.0,14460.0,13437.0,12670.0,-0.4660479053094133,4.753466709104146,-3.0,-0.3112511333415533,-1.1692426680863268,-1.1593111674926113,-1.2796412103336814,-1.1765506611064076,-1.1846585316376643,44.0,1.0,0.0,64.0,32700.0,32490.0,32705.0,32604.0,32406.0,0.7576144084141581,0.10101525445522107,0.10101525445522107,0.656599153958937,872.4687527297444,794.9395449353623,730.3402897112484,678.6709870574028,639.9316369738256
0,5.061224489795919,1.0,1.9974489795918366,6.198979591836735,16402.563775510203,15889.604591836734,16050.604591836734,16133.237244897959,16639.053571428572,13.0,1.0,2.0,13.0,16110.0,15453.0,15719.5,16250.0,17544.5,14.452898240508667,0.0,0.05050762722761054,13.137914870337964,9302.511362152756,9469.206968541424,10062.4556642078,9518.25620042997,9439.052085123007,13.0,1.0,2.0,16.0,30730.0,523.0,3340.0,6413.0,9742.0,-0.5076683663376782,-3.0,391.99999999999983,-0.38423383675828937,-1.2283446454629872,-1.1724757442901292,-1.3256837156437937,-1.2328183741638317,-1.1890279007351037,45.0,0.0,1.0,63.0,32204.0,32616.0,32706.0,32550.0,32631.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,1552.0993847044717,26.41548904004031,168.6954749402192,323.90541341066637,492.04530445138187
0,4.785714285714286,1.0,2.0,5.74234693877551,16485.836734693876,16810.755102040817,16304.979591836734,16473.163265306124,16395.79591836735,13.0,1.0,2.0,13.0,15667.5,16443.0,17306.0,16314.0,16220.5,14.515182984874803,0.0,0.0,13.770588124371827,9698.456015958462,9591.103620600667,9347.414598010597,9391.003946280522,9333.277357082496,13.0,1.0,2.0,13.0,30342.0,31879.0,904.0,2953.0,5258.0,-0.5331660395343425,-3.0,-3.0,-0.43897577087359263,-1.262313866992068,-1.232049085719123,-1.2115320935320408,-1.1314999553705354,-1.1719940114998784,46.0,0.0,0.0,64.0,32496.0,32586.0,32351.0,32619.0,32605.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,1532.5024253401589,1610.1326483889964,45.658895013759924,149.1490232031339,265.5691039627762
0,4.410714285714286,1.0,1.9974489795918366,5.145408163265306,15315.020408163266,17175.938775510203,16534.326530612245,17068.224489795917,16687.836734693876,12.0,1.0,2.0,12.0,14397.0,17876.5,16927.0,17542.0,15882.0,14.040394319045,0.0,0.05050762722761054,13.84428489974857,9603.644244079736,9909.60306530201,9357.086622823266,9219.305865411588,9451.511509796916,13.0,1.0,2.0,13.0,10051.0,27204.0,11845.0,29510.0,14663.0,-0.52377659009634,-3.0,391.9999999999998,-0.5044101910581258,-1.169315162581294,-1.3108602513570535,-1.2183352518328894,-1.1263465336988177,-1.2135119803372658,44.0,0.0,1.0,63.0,32623.0,32550.0,32659.0,32323.0,32625.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,507.6521612647135,1374.009491099917,598.2628445110469,1490.480079486787,740.5933380384533
0,4.369897959183674,1.0,2.0,4.99234693877551,15781.183673469388,15604.551020408164,16770.61224489796,17607.530612244896,17028.61224489796,12.0,1.0,2.0,12.0,15334.5,15096.0,17053.0,19017.0,17671.5,13.47948757022319,0.0,0.0,13.581898688011087,9379.624213181465,9865.693711112379,9698.703929161227,9544.216785047436,8907.359757197772,12.0,1.0,2.0,13.0,12770.0,5091.0,30436.0,23269.0,16358.0,-0.5597534968447073,-3.0,-3.0,-0.48859431196562486,-1.1654078211009768,-1.2407151170040678,-1.2597680850921809,-1.203258204880869,-1.0388215963239529,44.0,0.0,0.0,65.0,32653.0,32706.0,32490.0,32673.0,32618.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,644.9823996965865,257.13433021576526,1537.2501422995542,1175.2619779592696,826.2037661892532
0,4.14030612244898,1.0,2.0,4.808673469387755,15927.910714285714,15529.890306122448,17226.89030612245,16003.400510204081,16791.339285714286,11.0,1.0,2.0,12.0,15845.0,15180.0,17721.5,16986.0,17266.0,12.735081856057068,0.0,0.0,12.997014265649392,9482.368124189603,9863.018025356088,9433.560581981817,9643.016766732184,9352.066675035494,12.0,1.0,2.0,13.0,32129.0,32386.0,131.0,900.0,1925.0,-0.5655200410568639,-3.0,-3.0,-0.45511731556170654,-1.260240343943313,-1.2169106503404519,-1.1923463870748312,-1.248878228517746,-1.1177274487922937,42.0,0.0,0.0,63.0,32352.0,32584.0,32617.0,32598.0,32713.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,1622.7595551958989,1635.740015393395,6.616499166816981,45.456864504849484,97.22718241315029
0,3.788265306122449,1.0,2.0,4.721938775510204,16078.272959183674,16891.02806122449,15869.987244897959,16526.007653061224,16685.701530612245,10.0,1.0,2.0,11.0,16845.0,16810.0,15657.5,16700.5,16552.0,11.837500127111126,0.0,0.0,11.844332531271295,9577.414367069581,9300.516390070645,9219.074835683017,9598.583061056064,9507.455415673568,11.0,1.0,2.0,11.0,8721.0,13074.0,17683.0,22548.0,27669.0,-0.571780047882978,-3.0,-3.0,-0.4426627442543425,-1.2289309049272914,-1.1236189789383697,-1.1622816688106994,-1.2347712357748086,-1.2287074014710055,40.0,0.0,0.0,59.0,32724.0,32579.0,32647.0,32695.0,32709.0,0.8081220356417685,0.050507627227610534,0.10101525445522107,0.656599153958937,440.4770170519915,660.3367183737802,893.1263722658372,1138.8459787281624,1397.495537760756
0,3.5255102040816326,1.0,2.0,4.505102040816326,17151.26275510204,17047.119897959183,16363.058673469388,16687.323979591838,15428.56887755102,10.0,1.0,2.0,11.0,17236.0,18042.0,16760.0,16824.0,14886.5,11.071003680840072,0.0,0.0,10.98778556867197,9632.403844623825,9451.596850071328,9194.38604285183,9448.290883734953,9802.287002591653,11.0,1.0,2.0,11.0,20370.0,24979.0,29844.0,2197.0,7574.0,-0.6160507563820641,-3.0,-3.0,-0.3856699666005907,-1.254710924334643,-1.2036476808527694,-1.0879825988032832,-1.193962342421657,-1.2491954294274454,37.0,0.0,0.0,62.0,32706.0,32573.0,32565.0,32680.0,32719.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,1028.8403666264267,1261.6300205184837,1507.349626980809,110.96525701906035,382.54476862192223
0,3.2168367346938775,1.0,1.9948979591836735,4.221938775510204,15976.283163265307,16843.895408163266,16880.813775510203,16421.405612244896,15967.22193877551,9.0,1.0,2.0,10.0,15651.5,17123.0,17751.0,16798.5,15346.0,10.663244334534502,0.0,0.07133717206748923,10.335756143362977,9404.550197827104,9556.95653203848,9393.31156962251,9321.599317860137,9438.673872414429,10.0,1.0,2.0,11.0,27190.0,8247.0,22328.0,3897.0,18490.0,-0.6426085200692011,-3.0,193.47944773175539,-0.41587353021766216,-1.2280246466018039,-1.2127730186673238,-1.2211468431681227,-1.141291969530584,-1.0830862194117623,36.0,0.0,1.0,59.0,32654.0,32531.0,32404.0,32660.0,32628.0,0.8081220356417685,0.050507627227610534,0.10101525445522107,0.656599153958937,1373.3023843187304,416.5364017461041,1127.734300738088,196.82822330599825,933.8860274385189
0,2.510204081632653,1.0,1.9974489795918366,3.701530612244898,16497.426020408162,16863.48724489796,16900.405612244896,16691.772959183672,16237.589285714286,8.0,1.0,2.0,9.0,17224.0,17726.5,17471.0,16555.0,16123.5,10.308038129834475,0.0,0.05050762722761054,9.488730572706416,9732.258513812674,9581.186823464433,9585.637237789426,9157.355805712295,9424.543447512655,10.0,1.0,2.0,10.0,24799.0,16352.0,8161.0,226.0,25315.0,-0.59708867062067,-3.0,391.9999999999998,-0.4818332256731681,-1.2678157126000107,-1.2353545843772817,-1.1869722535599865,-1.0948155656493783,-1.2015796540194228,39.0,0.0,1.0,54.0,32363.0,32596.0,32725.0,32680.0,32722.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,1252.5386476175138,825.9007204258875,412.1927458045296,11.414723753439981,1278.6005832669607
0,2.1658163265306123,1.0,1.9974489795918366,3.1989795918367347,16568.002551020407,17280.186224489797,16660.125,15961.69642857143,15519.267857142857,7.0,1.0,2.0,8.0,16710.0,18140.0,16364.5,16250.5,14742.5,10.151817135260242,0.0,0.05050762722761054,9.384985504533214,9547.754332852566,9238.842616562992,9220.045760918973,9473.266487916771,9626.234597123732,10.0,1.0,2.0,10.0,6772.0,3701.0,886.0,31095.0,28792.0,-0.6122864161694972,-3.0,391.9999999999998,-0.3859917033531408,-1.2442003376145416,-1.0612155735267845,-1.142205044804545,-1.2313045640681066,-1.1874889185135042,37.0,0.0,1.0,52.0,32638.0,32553.0,32548.0,32685.0,32374.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.7071067811865476,342.03765158537857,186.9287283693866,44.74975772366294,1570.5346686425496,1454.2156031373627
0,1.7142857142857142,1.0,1.9974489795918366,2.6377551020408165,17258.400510204083,16327.482142857143,16739.257653061224,15568.012755102041,16491.788265306124,6.0,1.0,2.0,6.0,17903.0,15959.5,16398.0,14373.5,16495.0,10.319697848428726,0.0,0.05050762722761054,9.40242135986059,8942.558353352799,9230.25525493697,9305.71042830094,9965.943320291562,9859.294149113142,9.0,1.0,2.0,10.0,3337.0,5642.0,8203.0,11020.0,14093.0,-0.5790593763990874,-3.0,391.9999999999998,-0.3298864493887965,-1.0896478519021926,-1.1090255831553475,-1.209763356364679,-1.2938738778756733,-1.2672690141350837,40.0,0.0,1.0,54.0,32643.0,32553.0,32681.0,32665.0,32637.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,168.54395205853635,284.9640328181787,414.31406614808924,556.594052048268,711.8039905187153
0,1.3801020408163265,1.0,1.9974489795918366,1.9642857142857142,15736.497448979591,16491.783163265307,17001.51785714286,16596.966836734693,16615.599489795917,5.0,1.0,2.0,5.0,15513.5,16859.5,17789.0,17121.5,16541.5,10.20059232971444,0.0,0.05050762722761054,9.510728899215527,9598.207703268512,9512.542208041285,9786.92057557542,9608.366761444257,9354.897611411881,9.0,1.0,2.0,9.0,4520.0,14761.0,25258.0,3243.0,14252.0,-0.5629088721733053,-3.0,391.9999999999998,-0.29364271608033343,-1.2202859829198232,-1.1634299754199102,-1.283526050540765,-1.2615670655002191,-1.1273229234896227,40.0,0.0,1.0,52.0,32402.0,32580.0,32368.0,32692.0,32539.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,228.2944750687996,745.5430855067592,1275.721648514987,163.79623509914097,719.8347032479054
0,1.0408163265306123,1.0,1.9948979591836735,1.2653061224489797,16582.395408163266,16548.783163265307,15433.701530612245,15661.313775510203,15643.375,5.0,1.0,2.0,4.0,16830.0,17035.0,14393.5,14995.5,15397.0,10.343876073403639,0.0,0.07133717206748923,9.89153557951864,9725.796046908747,9395.297659135485,9406.043520316318,9049.667736112176,9355.463493936635,9.0,1.0,2.0,9.0,7475.0,20532.0,1077.0,14646.0,28471.0,-0.5113080964539094,-3.0,193.47944773175544,-0.2169003965883216,-1.2502340016252358,-1.1637044547274429,-1.1303526611993024,-1.0704256678489878,-1.2030386696072162,44.0,0.0,1.0,53.0,32604.0,32278.0,32711.0,32606.0,32612.0,0.8081220356417685,0.050507627227610534,0.10101525445522107,0.656599153958937,377.54451352638876,1037.0226022372995,54.39671452413655,739.7347083755839,1438.0026547972996
0,1.0765306122448979,1.0,1.9948979591836735,0.9617346938775511,15545.372448979591,15939.515306122448,16756.841836734693,16994.25,16484.55612244898,5.0,1.0,2.0,4.0,14959.5,15687.0,16647.5,17725.5,16420.5,10.332787939498276,0.0,0.07133717206748923,10.137472712336704,9175.722068720825,9735.385037632932,9895.269582893783,9705.835545725313,9332.978953704702,8.0,1.0,2.0,8.0,6364.0,29917.0,20958.0,12255.0,3808.0,-0.48189952272486014,-3.0,193.47944773175539,-0.2992010681710693,-1.1529247653115604,-1.2738264033972968,-1.27779298523292,-1.2366449643821384,-1.1851466905088535,42.0,0.0,1.0,53.0,32565.0,32731.0,32678.0,32739.0,32612.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,321.43053967651343,1511.0366837684244,1058.5388514362617,618.9709716743671,192.33304448274092
0,1.2933673469387754,1.0,1.9974489795918366,0.7270408163265306,16174.660714285714,16501.538265306124,15746.94642857143,16167.864795918367,16426.823979591838,6.0,1.0,2.0,3.5,16390.5,17002.5,14729.5,15673.5,16130.0,10.237744560981834,0.0,0.05050762722761054,10.167119332313915,9386.319557117413,9313.138968199028,9375.364869677234,9734.82717055093,9365.139885846316,8.0,1.0,2.0,8.0,21110.0,18551.0,16248.0,14201.0,12410.0,-0.4581789267012768,-3.0,391.99999999999983,-0.225894827043144,-1.1784563157554753,-1.159599148203796,-1.1526151568407128,-1.2731017216290035,-1.1752306950907274,41.0,0.0,1.0,54.0,32566.0,32506.0,32462.0,32611.0,32637.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,1066.2160107748584,936.9669926994031,820.6479271942161,717.2588142592973,626.7996538946468
0,17.252551020408163,4.0,13.46938775510204,16.68877551020408,16623.341836734693,16372.260204081633,16544.36224489796,16220.137755102041,16486.280612244896,7.0,1.0,2.0,6.0,17178.5,16326.0,16402.0,16044.5,16393.0,56.623628350656745,4.261287103087055,14.463962860125243,56.36191125156256,9803.767166253605,9350.545633854248,9084.513591732157,8946.016833946336,9471.397213413251,8.0,1.0,2.0,8.0,14337.0,14594.0,15107.0,15876.0,16901.0,9.25085314584182,-0.38429848909026987,-1.7550491168249187,9.29773792209307,-1.2343001357934882,-1.1711715944617704,-1.110360358380578,-1.0943689332715105,-1.1820753705284872,328.0,13.0,30.0,322.0,32600.0,32369.0,32527.0,32456.0,32651.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,724.1278515622523,737.1083117597482,763.0187245275124,801.8590898655449,853.6294077738456
0,31.556122448979593,6.908163265306122,18.446428571428573,30.65561224489796,15919.739795918367,17191.59693877551,15125.005102040815,16323.719387755102,16440.964285714286,8.0,5.0,25.0,5.0,16356.0,17477.0,14827.0,16429.5,16198.0,76.3075746376104,4.743738335455609,14.99026751611203,76.36750737883168,9273.737919586383,8973.270052100237,9156.566326133634,9767.313603074266,10191.28090500182,8.0,2.0,2.0,3.0,4281.0,18874.0,955.0,16060.0,31421.0,3.7449942377032457,-0.8140290413694213,-1.8994936771848583,3.709824027126971,-1.086313474665051,-1.0058818492251758,-1.185383509948754,-1.2838656786849383,-1.374401802212209,356.0,16.0,32.0,353.0,32483.0,32715.0,32541.0,32563.0,32718.0,0.7576144084141581,0.20203050891044214,0.10101525445522107,0.7071067811865476,216.22315216140072,953.2809562939212,48.234784002368066,811.1524932754253,1587.0001551187506
0,2.673469387755102,1.2372448979591837,2.0,1.8928571428571428,15683.227040816326,15590.839285714286,16339.594387755102,16926.39030612245,17769.186224489797,7.0,1.0,2.0,6.0,14738.5,15021.0,16101.5,17381.5,18341.0,9.836801832176224,0.4715329099226723,0.0,9.58199238181262,9699.840861772787,9765.84201898811,9539.653913482509,9369.07568984551,9043.628166155826,7.0,1.0,2.0,8.0,610.0,25699.0,18276.0,11109.0,4198.0,-0.4062521190099684,2.4550142092421536,-3.0,0.02208401900758128,-1.2706330939623356,-1.236720546041604,-1.2270784316004413,-1.1645349990060014,-1.0095910663303098,40.0,2.0,0.0,55.0,32403.0,32570.0,32487.0,32410.0,32636.0,0.7071067811865476,0.15152288168283162,0.10101525445522107,0.7071067811865476,30.809652608842427,1297.9955121223632,923.0773952118102,561.0892308715255,212.03101910150903
0,3.7448979591836733,1.0,1.9974489795918366,2.9030612244897958,15320.56887755102,16344.915816326531,16454.977040816328,16904.630102040817,16272.813775510203,8.0,1.0,2.0,7.0,14670.5,16230.0,16203.0,17233.5,15523.5,9.822268373435497,0.0,0.05050762722761054,9.182758826117894,9665.887368171097,9958.074411255786,9521.686054834892,8986.349628203834,9199.926231413025,8.0,1.0,2.0,7.0,17936.0,22033.0,26386.0,30995.0,3092.0,-0.4689371038610539,-3.0,391.9999999999998,0.2936841771397587,-1.1806672707145345,-1.3160924713899975,-1.2233604309271449,-1.0757287364281884,-1.053700835839911,42.0,0.0,1.0,63.0,32711.0,32675.0,32566.0,32679.0,32625.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.656599153958937,905.9048019544226,1112.834550705943,1332.6942520277316,1565.4839059197886,156.16958338777178
0,4.426020408163265,1.0,2.0,3.688775510204082,16612.80612244898,16088.744897959185,16823.785714285714,17062.5,15467.418367346938,8.0,1.0,2.0,7.0,16737.5,16135.5,16990.5,16691.5,14740.0,9.593776567558102,0.0,0.0,8.759361906165534,9490.229143712339,9126.121572874728,9269.47459175336,9332.613606672989,9775.59526113022,8.0,1.0,2.0,7.0,18346.0,29099.0,7340.0,18605.0,30126.0,-0.5241241431871844,-3.0,-3.0,0.17731618784016323,-1.2040441923513119,-1.1201581612289435,-1.1458393807776939,-1.154207784399074,-1.3024263008620527,40.0,0.0,0.0,56.0,32571.0,32529.0,32601.0,32599.0,32668.0,0.656599153958937,0.050507627227610534,0.10101525445522107,0.7071067811865476,926.612929117743,1469.7214446962391,370.72598385066135,939.694404569694,1521.592777858995
0,32.46173469387755,5.706632653061225,14.762755102040817,31.943877551020407,16426.441326530614,16425.48214285714,15092.27806122449,16439.23724489796,16871.910714285714,8.0,1.0,2.0,7.0,16551.5,16021.5,14073.0,16185.5,17465.5,91.94145565844819,7.173277840338093,18.27839109814654,91.43592735639864,9147.958567380638,9177.187360867043,9240.737420432384,9932.171213545515,9789.21213529768,8.0,1.0,2.0,7.0,26933.0,7734.0,21559.0,2872.0,17209.0,4.58667142004275,-0.49033528746193156,-1.4574145015563276,4.5634128515211705,-1.0903266154331626,-1.1376405062811938,-1.161580050503677,-1.3260298893169706,-1.2795926242346087,636.0,21.0,40.0,617.0,32674.0,32639.0,32557.0,32762.0,32678.0,0.7576144084141581,0.050507627227610534,0.10101525445522107,0.656599153958937,1360.3219241212346,390.6259889783399,1088.8939354000556,145.05790539769748,869.1857569599498
0,38.525510204081634,7.826530612244898,18.566326530612244,38.16836734693877,17290.07908163265,16444.058673469386,16188.405612244898,15102.058673469388,15609.18112244898,8.0,5.0,2.0,8.0,18118.0,16795.5,15965.0,14354.5,15545.5,88.01769388639525,6.389770453560001,16.927578211846164,87.7675505835445,9254.12090808489,9124.50508424179,9430.611603638952,9326.825561675832,10085.726840598656,8.0,2.0,2.0,7.0,16852.0,5589.0,27350.0,16599.0,6104.0,3.8486219451391905,-0.6921862307612798,-1.9707996282509388,3.8895663369972144,-1.132892047430501,-1.0771962661672452,-1.168215015074554,-1.1288112163701116,-1.3207040598971822,390.0,21.0,39.0,399.0,32718.0,32438.0,32709.0,32588.0,32483.0,0.8081220356417685,0.40406101782088427,2.070812716332032,0.8081220356417685,851.1545340396927,282.2871285751153,1381.3836046751483,838.3761043511073,308.2985565973347
0,25.318877551020407,5.280612244897959,17.349489795918366,25.471938775510203,16120.05612244898,16678.770408163266,16490.382653061224,16390.811224489797,16129.280612244898,9.0,4.0,25.0,8.0,15833.5,17069.5,15563.0,16361.0,16086.0,59.665074163632106,3.831866870895845,12.715570323004858,59.154046831891314,9658.689922809159,9431.70051132817,9407.730930727497,9067.574659449014,9358.835304328002,8.0,1.0,2.0,8.0,9336.0,7289.0,5498.0,3963.0,2684.0,6.2126332815377605,-1.2719771249649958,-1.8362952816900602,6.3591946068372245,-1.2220872322154746,-1.2146938651299368,-1.1866760162538592,-1.116984366640766,-1.1170500799276206,297.0,12.0,28.0,308.0,32626.0,32555.0,32720.0,32455.0,32498.0,0.7071067811865476,0.050507627227610534,0.10101525445522107,0.7071067811865476,471.539207796972,368.1500948620532,277.69093449740274,200.16172670302058,135.56247147890667
