,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Median1,Median2,Median3,Median4,Median5,Median6,Median7,Median8,Median9,Std1,Std2,Std3,Std4,Std5,Std6,Std7,Std8,Std9,Mode1,Mode2,Mode3,Mode4,Mode5,Mode6,Mode7,Mode8,Mode9,Kurtosis1,Kurtosis2,Kurtosis3,Kurtosis4,Kurtosis5,Kurtosis6,Kurtosis7,Kurtosis8,Kurtosis9,PToP1,PToP2,PToP3,PToP4,PToP5,PToP6,PToP7,PToP8,PToP9,RMS1,RMS2,RMS3,RMS4,RMS5,RMS6,RMS7,RMS8,RMS9
0,0.6628310898827616,0.9362244897959183,0.9923469387755102,0.47891156462585033,0.5271000508125953,0.49894838420781396,0.5118774710227081,0.533029099949277,0.5229021089276255,0.7234042553191489,1.0,1.0,0.5222222222222221,0.5428291428046428,0.5026354498651631,0.5048539229497151,0.5536207425590671,0.5353986402966626,0.2090961091124391,0.24466487463894768,0.08725775112429784,0.19543907375877195,0.28623748676798283,0.2882853828962344,0.2899731736902355,0.2888292040664915,0.2883456551802324,0.7234042553191489,1.0,1.0,0.48888888888888893,0.2127216488530916,0.3642436871782299,0.5186194646903901,0.6839828168149739,0.8588998763906058,-0.330334290584291,10.901946785393104,127.30767953132056,-0.32271398236982574,-1.2067748015465458,-1.212727951235474,-1.1799622061877673,-1.1971479570535069,-1.1708620524000728,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.01719408586471848,0.0,0.0,0.007856742013183862,0.010744065743514618,0.01839708437200842,0.02619423859556515,0.03454634914178172,0.04338099478257749
0,0.672224987555998,0.0,0.0,0.7090470116618075,0.5447830989342091,0.5190064410669235,0.510670067402879,0.49477970360201,0.4939365409257117,0.8048780487804879,0.0,0.0,0.7857142857142857,0.5831117224514748,0.5320142013283139,0.5110285119921685,0.48267418222140085,0.4938744257274119,0.28402592986416986,0.0,0.0,0.1989743168725762,0.28850868122589934,0.28536926500491294,0.2783449434967144,0.2766004347929649,0.2854810042525081,0.8048780487804879,0.0,0.0,0.8214285714285714,0.4625095521931835,0.8077005478529673,0.1574583945178659,0.5177416374052856,0.8855436447166922,-0.5028785868197403,-3.0,-3.0,-0.33787380503980247,-1.1002389341097754,-1.1114027722514697,-1.086281884846428,-1.0306897736467102,-1.1154828299538524,1.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.008623253429104237,0.0,0.0,0.01803843829557519,0.023360260051382392,0.04079503818249448,0.007952849894166406,0.026149901622278864,0.04472670830113028
0,0.7001617720258836,0.0,0.9974489795918368,0.7370171282798834,0.507786226217172,0.49340438861653646,0.5089834476216306,0.5002950490795852,0.5045112864757374,0.8292682926829269,0.0,1.0,0.8214285714285714,0.527485380116959,0.5025786646201076,0.5060630186483756,0.507078665517666,0.49161270428615483,0.2897868453674139,0.0,0.05050762722761054,0.1916940150474733,0.29279670035320576,0.2871937490904571,0.2731698016575291,0.2819184713848383,0.29448099086678514,0.853658536585366,0.0,1.0,0.8392857142857142,0.6591258848876578,0.9994781273983117,0.349266619713997,0.708666748738151,0.07246376811594203,-0.40966808379174013,-3.0,391.9999999999999,-0.14710537098069976,-1.2303821770546162,-1.1573603531503953,-1.0622196008600993,-1.139961582425936,-1.2177379276966591,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.011087040123134021,0.0,0.050507627227610534,0.018940360210353953,0.03329088448997475,0.05048126868078416,0.01764062823156217,0.03579307597386928,0.0036599729875080103
0,0.7105229591836734,0.0,0.0,0.7285250463821892,0.512172448106702,0.5218148542296475,0.5023290503231885,0.4956484062053604,0.48867510533769254,0.8500000000000001,0.0,0.0,0.8181818181818181,0.5244561896614932,0.5382710352253499,0.5072815533980582,0.5063325991189428,0.48837351609350144,0.301958516626188,0.0,0.0,0.19371263354150384,0.28821775622237605,0.2877825220798457,0.28393895544321807,0.27661877452454403,0.285324677909409,0.8500000000000001,0.0,0.0,0.8363636363636363,0.837192961016742,0.09721581295185357,0.37604567381083226,0.65712187958884,0.9484457226777628,-0.393072582128704,-3.0,-3.0,-0.13147086242082429,-1.155607297462206,-1.1966432975017125,-1.1710452316688833,-1.063254710554136,-1.2071056585771072,1.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.007576144084141579,0.0,0.0,0.016529768910854357,0.042284629992613086,0.004910140041201332,0.01899317471339314,0.03318966693737991,0.047903743006630126
0,0.6906370656370656,0.0,0.0,0.7328514739229025,0.4909720320480772,0.5088933480033752,0.5267271815155561,0.49304949796193687,0.5141672768367784,0.8378378378378379,0.0,0.0,0.8148148148148148,0.49943062907792696,0.5254697030067123,0.5579797418318819,0.5022229717299318,0.5006570503025487,0.32826024384649116,0.0,0.0,0.19810889270189613,0.3010480105249434,0.29465714982994806,0.28999891779315784,0.28957119645183066,0.27326460160402855,0.8378378378378379,0.0,0.0,0.38888888888888884,0.027329804259510034,0.2943267845649309,0.5647273176456056,0.8523640154534862,0.13776664018091805,-0.40685837218272614,-3.0,-3.0,-0.12219534026143464,-1.2912722775431327,-1.2578379809940707,-1.164776102761549,-1.1631694615667634,-1.0567659820056743,1.0,0.0,0.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,0.005460284024606545,0.0,0.0,0.01683587574253684,0.0013803635657428954,0.014865747517906765,0.028523036844892654,0.04305088395475395,0.00695826610665816
0,0.7338227974116477,0.0,0.0,0.7557853498542273,0.5001211947350447,0.512768201390652,0.5019659822153404,0.5037106816636503,0.49484389792735545,0.878048780487805,0.0,0.0,0.8392857142857142,0.5097586344030101,0.5219304948497723,0.49565350944555364,0.5033072023517884,0.5095104125256109,0.3128659784572962,0.0,0.0,0.19693621625012095,0.29625367524478935,0.29074738085125457,0.2977451906657608,0.28852613395621934,0.29426999069609455,0.926829268292683,0.0,0.0,0.8749999999999999,0.17201505093456512,0.32105633157074304,0.47433573951773916,0.643250857422832,0.8138283232928657,-0.35262996807707125,-3.0,-3.0,-0.015395125279402233,-1.2478066159150865,-1.1928511442676066,-1.2712220870063882,-1.1959905979461798,-1.2179188732608675,1.0,0.0,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.00985514677611913,0.0,0.0,0.01803843829557519,0.008688072070141455,0.016215793514039217,0.02395757271229494,0.03248907452055325,0.04110453758014737
0,0.11583922845946357,0.28016206482593037,0.4749858276643991,0.14443078436193757,0.49242968554354627,0.46397013138885257,0.5105809342498322,0.5101917809507095,0.5141012984744563,0.08478802992518703,0.23529411764705882,0.0,0.11084337349397591,0.48211389577404445,0.4185240825336481,0.5185156753769152,0.5206695331695332,0.5165214733302766,0.17696175542406667,0.29591651224944554,0.48301876380929715,0.1690393393920431,0.2925797809334884,0.30103673536417974,0.29695351570035683,0.29592262325908464,0.2928975217738504,0.08478802992518703,0.0,0.0,0.050602409638554224,0.20860491447106702,0.6331667535334335,0.056253262504989715,0.4947174447174447,0.9432370472260431,10.17780654843544,-0.3812803522639041,-1.9663378910302165,10.456442864487698,-1.194782508700257,-1.208558743411348,-1.1982472744477288,-1.275678562627023,-1.2047288060493009,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.0006297709130624755,0.0,0.0,0.0020689871394442873,0.01053613925795223,0.031979750360383016,0.002841218812938942,0.024987004280784722,0.04764066516856506
0,0.7287019458946369,0.13392857142857142,0.0,0.7552582257392753,0.5077248018205194,0.49654933377792004,0.49036444129361123,0.4871649269519961,0.4896569728825767,0.9069767441860466,0.0,0.0,0.8775510204081632,0.5255587621269802,0.5026872639046712,0.4598036817320042,0.49253822817393433,0.4792391768944251,0.3278785272828667,0.25895101196648274,0.0,0.25015023227225575,0.299818303778163,0.2929026972331222,0.29840261491849396,0.28909369733202567,0.29154123615956473,0.9534883720930232,0.0,0.0,0.8979591836734694,0.9722153997298292,0.4676453425877583,0.9798483273194301,0.49290595409554744,0.017494046528668254,-0.3411333311447997,2.3809176689578297,-3.0,-0.19223767903302136,-1.2895008908644916,-1.212635139254086,-1.2061181373550383,-1.1600320589766464,-1.2304988362443463,1.0,1.0,0.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.01057136383833709,0.050507627227610534,0.0,0.014430750636460156,0.04910429299449658,0.02361965663815072,0.049489814055847486,0.02489551018772762,0.0008835827807724502
0,0.7317370129870131,0.0,0.9974489795918368,0.759871339840284,0.496944286082698,0.48337263098203354,0.5001708321325963,0.4972700977783004,0.5005286242988131,0.9090909090909092,0.0,1.0,0.8913043478260869,0.48730226723373005,0.4756330478713572,0.5094137783483098,0.518603083146894,0.501531112199902,0.3319501633383742,0.0,0.05050762722761055,0.2788677407954036,0.2841727260890315,0.28419367009925695,0.29877205817911695,0.2826774867027453,0.2955217876238945,0.9318181818181819,0.0,1.0,0.9347826086956521,0.7791818376526023,0.23612223522888298,0.7086924628644783,0.18535658463330165,0.6717295443410093,-0.3105065205767037,-3.0,391.9999999999998,-0.17632567693043022,-1.180682576817263,-1.1522272927643256,-1.2703590253800838,-1.1877119123292534,-1.2308563507619512,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.011479006188093305,0.0,0.050507627227610534,0.012077910858776433,0.03935462579868219,0.01192597383709059,0.035794374733376294,0.009361921280841843,0.03392746542334838
0,0.7434867564046895,0.0,0.9974489795918368,0.7519783423573511,0.5190261061154345,0.5382907331393765,0.5019089311052691,0.5081545103434079,0.4957133488437456,0.9148936170212765,0.0,1.0,0.8979591836734694,0.5299208248941263,0.5695102442625977,0.5159137734862697,0.49046681837751394,0.4985003825554706,0.32574448573256254,0.0,0.05050762722761055,0.27905799981966684,0.2840180397588302,0.2843912500838096,0.2909819785112889,0.29551405290577076,0.2900870031054413,0.9574468085106382,0.0,1.0,0.9183673469387754,0.8399312588228073,0.49381652617978217,0.15569359451397646,0.8344301617565655,0.5098699311400153,-0.2583513364876868,-3.0,391.9999999999998,-0.15136786057888107,-1.1856232377572022,-1.105986556404511,-1.2679722626059435,-1.2177141629301291,-1.165548747800392,1.0,0.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0000000000000002,0.013970194765083764,0.0,0.050507627227610534,0.014430750636460156,0.042422934917440015,0.02494150102312202,0.007863714033438673,0.04214508755747537,0.025752320416587347
